"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"TGT ZONE 1 BASIS - ICE FUTURES ENERGY DIV",260127,2026-01-27,0233CM,IFED,01,023 ,  167935,  148799,   71847,    7082,   87810,    2642,    5040,       0,      93,       0,       0,       0,  163656,  162392,    4279,    5543,  167935,  148799,   71847,    7082,   87810,    2642,    5040,       0,      93,       0,       0,       0,  163656,  162392,    4279,    5543,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4754,    5661,    2442,     364,    1920,    -644,       0,       0,       0,       0,       0,       0,    5381,    3718,    -627,    1036,  100.0,   88.6,   42.8,    4.2,   52.3,    1.6,    3.0,    0.0,    0.1,    0.0,    0.0,    0.0,   97.5,   96.7,    2.5,    3.3,  100.0,   88.6,   42.8,    4.2,   52.3,    1.6,    3.0,    0.0,    0.1,    0.0,    0.0,    0.0,   97.5,   96.7,    2.5,    3.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     24,     20,.,      6,      4,.,      0,.,      0,      0,      0,     31,     29,     40,     24,     20,.,      6,      4,.,      0,.,      0,      0,      0,     31,     29,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    48.8,    73.9,    73.1,    86.6,    48.3,    72.9,    72.1,    83.9,    48.8,    73.9,    73.1,    86.6,    48.3,    72.9,    72.1,    83.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 MMBtus","0233CM","IFED","023 ","N13","FutOnly"
"TGT ZONE 1 BASIS - ICE FUTURES ENERGY DIV",260120,2026-01-20,0233CM,IFED,01,023 ,  163181,  143138,   69405,    6718,   85890,    3286,    5040,       0,      93,       0,       0,       0,  158275,  158674,    4906,    4507,  163181,  143138,   69405,    6718,   85890,    3286,    5040,       0,      93,       0,       0,       0,  158275,  158674,    4906,    4507,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1911,    3134,     458,       0,    1364,      61,   -1284,       0,       0,       0,       0,       0,    1911,    1883,       0,      28,  100.0,   87.7,   42.5,    4.1,   52.6,    2.0,    3.1,    0.0,    0.1,    0.0,    0.0,    0.0,   97.0,   97.2,    3.0,    2.8,  100.0,   87.7,   42.5,    4.1,   52.6,    2.0,    3.1,    0.0,    0.1,    0.0,    0.0,    0.0,   97.0,   97.2,    3.0,    2.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     37,     22,     17,.,      6,      4,.,      0,.,      0,      0,      0,     29,     26,     37,     22,     17,.,      6,      4,.,      0,.,      0,      0,      0,     29,     26,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.1,    74.9,    73.3,    87.7,    49.7,    73.9,    72.3,    84.9,    50.1,    74.9,    73.3,    87.7,    49.7,    73.9,    72.3,    84.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 MMBtus","0233CM","IFED","023 ","N13","FutOnly"
"TGT ZONE 1 BASIS - ICE FUTURES ENERGY DIV",260113,2026-01-13,0233CM,IFED,01,023 ,  161270,  140004,   68947,    6718,   84526,    3225,    6324,       0,      93,       0,       0,       0,  156364,  156791,    4906,    4479,  161270,  140004,   68947,    6718,   84526,    3225,    6324,       0,      93,       0,       0,       0,  156364,  156791,    4906,    4479,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1482,    3538,    1100,       0,     270,       0,   -2782,       0,       0,       0,       0,       0,     756,    1370,     726,     112,  100.0,   86.8,   42.8,    4.2,   52.4,    2.0,    3.9,    0.0,    0.1,    0.0,    0.0,    0.0,   97.0,   97.2,    3.0,    2.8,  100.0,   86.8,   42.8,    4.2,   52.4,    2.0,    3.9,    0.0,    0.1,    0.0,    0.0,    0.0,   97.0,   97.2,    3.0,    2.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     37,     22,     18,.,      6,      4,.,      0,.,      0,      0,      0,     29,     27,     37,     22,     18,.,      6,      4,.,      0,.,      0,      0,      0,     29,     27,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.8,    75.0,    72.1,    87.9,    49.0,    74.0,    70.7,    85.0,    49.8,    75.0,    72.1,    87.9,    49.0,    74.0,    70.7,    85.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 MMBtus","0233CM","IFED","023 ","N13","FutOnly"
"TGT ZONE 1 BASIS - ICE FUTURES ENERGY DIV",260106,2026-01-06,0233CM,IFED,01,023 ,  159788,  136466,   67847,    6718,   84256,    3225,    9106,       0,      93,       0,       0,       0,  155608,  155421,    4180,    4367,  159788,  136466,   67847,    6718,   84256,    3225,    9106,       0,      93,       0,       0,       0,  155608,  155421,    4180,    4367,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -11299,   -8481,   -3388,    -366,   -6913,    -589,   -1307,       0,       0,       0,       0,       0,  -10743,  -10890,    -556,    -409,  100.0,   85.4,   42.5,    4.2,   52.7,    2.0,    5.7,    0.0,    0.1,    0.0,    0.0,    0.0,   97.4,   97.3,    2.6,    2.7,  100.0,   85.4,   42.5,    4.2,   52.7,    2.0,    5.7,    0.0,    0.1,    0.0,    0.0,    0.0,   97.4,   97.3,    2.6,    2.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     37,     22,     18,.,      6,      4,.,      0,.,      0,      0,      0,     29,     27,     37,     22,     18,.,      6,      4,.,      0,.,      0,      0,      0,     29,     27,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.2,    75.5,    73.2,    88.5,    49.5,    74.5,    71.8,    86.1,    50.2,    75.5,    73.2,    88.5,    49.5,    74.5,    71.8,    86.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 MMBtus","0233CM","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260414,2026-04-14,0233CS,IFED,01,023 ,   46595,   32151,   41242,    5202,     936,     744,    5963,    1806,     400,       0,       0,       0,   44460,   45128,    2135,    1467,   46595,   32151,   41242,    5202,     936,     744,    5963,    1806,     400,       0,       0,       0,   44460,   45128,    2135,    1467,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1333,     403,     775,       0,    -744,     744,       0,     496,       0,       0,       0,       0,    1147,    1271,     186,      62,  100.0,   69.0,   88.5,   11.2,    2.0,    1.6,   12.8,    3.9,    0.9,    0.0,    0.0,    0.0,   95.4,   96.9,    4.6,    3.1,  100.0,   69.0,   88.5,   11.2,    2.0,    1.6,   12.8,    3.9,    0.9,    0.0,    0.0,    0.0,   95.4,   96.9,    4.6,    3.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     12,     16,.,.,.,.,.,.,      0,      0,      0,     17,     22,     28,     12,     16,.,.,.,.,.,.,      0,      0,      0,     17,     22,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.6,    72.7,    77.3,    83.6,    40.1,    62.9,    66.2,    69.0,    46.6,    72.7,    77.3,    83.6,    40.1,    62.9,    66.2,    69.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260407,2026-04-07,0233CS,IFED,01,023 ,   45262,   31748,   40467,    5202,    1680,       0,    5963,    1310,     400,       0,       0,       0,   43313,   43857,    1949,    1405,   45262,   31748,   40467,    5202,    1680,       0,    5963,    1310,     400,       0,       0,       0,   43313,   43857,    1949,    1405,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2604,   -3564,    -560,    -402,    -589,       0,    1900,    -806,     310,       0,    -278,       0,   -1756,   -1923,    -848,    -681,  100.0,   70.1,   89.4,   11.5,    3.7,    0.0,   13.2,    2.9,    0.9,    0.0,    0.0,    0.0,   95.7,   96.9,    4.3,    3.1,  100.0,   70.1,   89.4,   11.5,    3.7,    0.0,   13.2,    2.9,    0.9,    0.0,    0.0,    0.0,   95.7,   96.9,    4.3,    3.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     11,     15,.,.,      0,.,.,.,      0,      0,      0,     15,     21,     27,     11,     15,.,.,      0,.,.,.,      0,      0,      0,     15,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    47.9,    74.2,    79.5,    85.5,    41.3,    64.4,    67.6,    70.0,    47.9,    74.2,    79.5,    85.5,    41.3,    64.4,    67.6,    70.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260331,2026-03-31,0233CS,IFED,01,023 ,   47866,   35312,   41027,    5604,    2269,       0,    4063,    2116,      90,       0,     278,       0,   45069,   45780,    2797,    2086,   47866,   35312,   41027,    5604,    2269,       0,    4063,    2116,      90,       0,     278,       0,   45069,   45780,    2797,    2086,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     480,     -96,    -628,       0,    1200,       0,     -98,     120,      90,       0,    -300,       0,    -104,     482,     584,      -2,  100.0,   73.8,   85.7,   11.7,    4.7,    0.0,    8.5,    4.4,    0.2,    0.0,    0.6,    0.0,   94.2,   95.6,    5.8,    4.4,  100.0,   73.8,   85.7,   11.7,    4.7,    0.0,    8.5,    4.4,    0.2,    0.0,    0.6,    0.0,   94.2,   95.6,    5.8,    4.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     12,     17,.,.,      0,.,.,.,      0,.,      0,     17,     24,     32,     12,     17,.,.,      0,.,.,.,      0,.,      0,     17,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.4,    67.4,    77.8,    78.5,    48.4,    63.6,    73.8,    72.4,    49.4,    67.4,    77.8,    78.5,    48.4,    63.6,    73.8,    72.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260324,2026-03-24,0233CS,IFED,01,023 ,   47386,   35408,   41655,    5604,    1069,       0,    4161,    1996,       0,       0,     578,       0,   45173,   45298,    2213,    2088,   47386,   35408,   41655,    5604,    1069,       0,    4161,    1996,       0,       0,     578,       0,   45173,   45298,    2213,    2088,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4562,    2298,    4052,     -30,     480,       0,    1836,     150,       0,       0,    -150,       0,    4104,    4532,     458,      30,  100.0,   74.7,   87.9,   11.8,    2.3,    0.0,    8.8,    4.2,    0.0,    0.0,    1.2,    0.0,   95.3,   95.6,    4.7,    4.4,  100.0,   74.7,   87.9,   11.8,    2.3,    0.0,    8.8,    4.2,    0.0,    0.0,    1.2,    0.0,   95.3,   95.6,    4.7,    4.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     12,     16,.,.,      0,.,.,      0,      0,.,      0,     17,     21,     32,     12,     16,.,.,      0,.,.,      0,      0,.,      0,     17,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.7,    70.2,    79.9,    80.8,    49.3,    68.1,    75.6,    75.7,    50.7,    70.2,    79.9,    80.8,    49.3,    68.1,    75.6,    75.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260317,2026-03-17,0233CS,IFED,01,023 ,   42824,   33110,   37603,    5634,     589,       0,    2325,    1846,       0,       0,     728,       0,   41069,   40766,    1755,    2058,   42824,   33110,   37603,    5634,     589,       0,    2325,    1846,       0,       0,     728,       0,   41069,   40766,    1755,    2058,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4292,    4057,    2943,     390,       0,       0,     480,    1474,    -480,       0,     480,       0,    4447,    4417,    -155,    -125,  100.0,   77.3,   87.8,   13.2,    1.4,    0.0,    5.4,    4.3,    0.0,    0.0,    1.7,    0.0,   95.9,   95.2,    4.1,    4.8,  100.0,   77.3,   87.8,   13.2,    1.4,    0.0,    5.4,    4.3,    0.0,    0.0,    1.7,    0.0,   95.9,   95.2,    4.1,    4.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     10,     13,.,.,      0,.,.,      0,      0,.,      0,     14,     18,     28,     10,     13,.,.,      0,.,.,      0,      0,.,      0,     14,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.6,    74.2,    87.1,    84.3,    56.6,    71.7,    83.1,    79.4,    56.6,    74.2,    87.1,    84.3,    56.6,    71.7,    83.1,    79.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260310,2026-03-10,0233CS,IFED,01,023 ,   38532,   29053,   34660,    5244,     589,       0,    1845,     372,     480,       0,     248,       0,   36622,   36349,    1910,    2183,   38532,   29053,   34660,    5244,     589,       0,    1845,     372,     480,       0,     248,       0,   36622,   36349,    1910,    2183,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -9344,   -6666,   -8130,     100,    -812,       0,   -3588,    -170,     272,       0,       0,       0,   -9882,   -8840,     538,    -504,  100.0,   75.4,   90.0,   13.6,    1.5,    0.0,    4.8,    1.0,    1.2,    0.0,    0.6,    0.0,   95.0,   94.3,    5.0,    5.7,  100.0,   75.4,   90.0,   13.6,    1.5,    0.0,    4.8,    1.0,    1.2,    0.0,    0.6,    0.0,   95.0,   94.3,    5.0,    5.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,      8,     10,.,.,      0,.,.,.,      0,.,      0,     12,     15,     24,      8,     10,.,.,      0,.,.,.,      0,.,      0,     12,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.1,    81.5,    89.1,    88.3,    55.1,    79.9,    87.9,    86.5,    55.1,    81.5,    89.1,    88.3,    55.1,    79.9,    87.9,    86.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260303,2026-03-03,0233CS,IFED,01,023 ,   47876,   35719,   42790,    5144,    1401,       0,    5433,     542,     208,       0,     248,       0,   46504,   45189,    1372,    2687,   47876,   35719,   42790,    5144,    1401,       0,    5433,     542,     208,       0,     248,       0,   46504,   45189,    1372,    2687,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11708,   12235,   11333,    -806,     186,       0,       0,     155,       0,       0,       0,       0,   11429,   11674,     279,      34,  100.0,   74.6,   89.4,   10.7,    2.9,    0.0,   11.3,    1.1,    0.4,    0.0,    0.5,    0.0,   97.1,   94.4,    2.9,    5.6,  100.0,   74.6,   89.4,   10.7,    2.9,    0.0,   11.3,    1.1,    0.4,    0.0,    0.5,    0.0,   97.1,   94.4,    2.9,    5.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     34,     12,     17,.,.,      0,      4,.,.,      0,.,      0,     19,     23,     34,     12,     17,.,.,      0,      4,.,.,      0,.,      0,     19,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.2,    74.0,    81.8,    83.3,    51.2,    72.8,    81.7,    81.4,    51.2,    74.0,    81.8,    83.3,    51.2,    72.8,    81.7,    81.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260224,2026-02-24,0233CS,IFED,01,023 ,   36168,   23484,   31457,    5950,    1215,       0,    5433,     387,     208,       0,     248,       0,   35075,   33515,    1093,    2653,   36168,   23484,   31457,    5950,    1215,       0,    5433,     387,     208,       0,     248,       0,   35075,   33515,    1093,    2653,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1829,     434,    1129,     276,      31,       0,     434,     177,      40,       0,     248,       0,    1184,    1625,     645,     204,  100.0,   64.9,   87.0,   16.5,    3.4,    0.0,   15.0,    1.1,    0.6,    0.0,    0.7,    0.0,   97.0,   92.7,    3.0,    7.3,  100.0,   64.9,   87.0,   16.5,    3.4,    0.0,   15.0,    1.1,    0.6,    0.0,    0.7,    0.0,   97.0,   92.7,    3.0,    7.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     34,     10,     17,.,.,      0,      4,.,.,      0,.,      0,     18,     23,     34,     10,     17,.,.,      0,      4,.,.,      0,.,      0,     18,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    59.8,    65.5,    83.9,    76.7,    59.8,    65.5,    80.9,    75.8,    59.8,    65.5,    83.9,    76.7,    59.8,    65.5,    80.9,    75.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
"TRANSCO STN 85 MONTHLY INDEX - ICE FUTURES ENERGY DIV",260217,2026-02-17,0233CS,IFED,01,023 ,   34339,   23050,   30328,    5674,    1184,       0,    4999,     210,     168,       0,       0,       0,   33891,   31890,     448,    2449,   34339,   23050,   30328,    5674,    1184,       0,    4999,     210,     168,       0,       0,       0,   33891,   31890,     448,    2449,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1538,     236,    2856,     403,       0,       0,     731,       0,     168,       0,       0,       0,    1538,    3024,       0,   -1486,  100.0,   67.1,   88.3,   16.5,    3.4,    0.0,   14.6,    0.6,    0.5,    0.0,    0.0,    0.0,   98.7,   92.9,    1.3,    7.1,  100.0,   67.1,   88.3,   16.5,    3.4,    0.0,   14.6,    0.6,    0.5,    0.0,    0.0,    0.0,   98.7,   92.9,    1.3,    7.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,     10,     14,.,.,      0,      4,.,.,      0,      0,      0,     16,     18,     29,     10,     14,.,.,      0,      4,.,.,      0,      0,      0,     16,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    62.5,    68.9,    83.3,    81.2,    62.5,    68.8,    80.2,    78.8,    62.5,    68.9,    83.3,    81.2,    62.5,    68.8,    80.2,    78.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"mmbtu","0233CS","IFED","023 ","N13","FutOnly"
